sample.id	brc	crop	microbiome_compartment	case_study	fertilization	drought	irrigation	drought_tolerance	genotype	site	cropping_system	plot	Year	Sampling Location	Replicate	Sampling Date	Nitrogen conc	Days after fertilization	Treatment	Line	Block	Harvest
X2016.MMPRNT.LC.G5.r1.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r1.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r2.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r2.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r2.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r2.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r2.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r2.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r3.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r3.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r3.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r3.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r3.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r3.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r4.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r4.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r4.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LC	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r4.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r4.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LC.G5.r4.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r1.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r1.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r1.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r1.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r1.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r1.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r2.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r2.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r2.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r2.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r2.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r2.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r3.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r3.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r3.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r3.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r3.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r3.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r4.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r4.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r4.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r4.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r4.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G10.r4.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r1.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r1.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r1.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r1.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r1.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r1.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r2.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r2.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r2.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r2.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r2.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r2.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r3.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r3.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r3.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r3.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r3.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r3.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r4.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r4.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r4.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r4.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r4.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.LUX.G5.r4.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r1.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r1.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r1.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r1.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r1.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r1.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r2.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r2.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r2.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r2.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r2.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r2.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r3.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r3.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r3.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r3.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r3.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r3.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r4.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r4.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r4.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r4.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r4.Unfert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G10.r4.Unfert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r1.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r1.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r1.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r1.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r1.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r1.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r2.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r2.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r2.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r2.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r2.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r2.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r2	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r3.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r3.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r3.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r3.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r3.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r3.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r4.Fert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r4.Fert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r4.Fert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r4.Unfert.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r4.Unfert.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.ORG.G5.r4.Unfert.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r4	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.RHN.G10.r1.Fert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.RHN.G10.r1.Fert.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.RHN.G10.r1.Fert.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2016.MMPRNT.RHN.G10.r1.Unfert.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA
